Ragione Sociale;Tipo Organizzazione;Partita Iva O CF;Indirizzo;Comune;CAP;Provincia;Stato;Telefono;Email;Codice Ateco;Descrizione Ateco;Descrizione O Brand;Sito;Forma Giuridica;Anno Costituzione;Settore;Attivita;Legale Cognome;Legale Nome;Legale Email;Legale Telefono;Data Convenzione;Scadenza Convenzione;Numero Protocollo
COMUNE DI CONCOREZZO;ENTE PUBBLICO;00741200968;PIAZZA DELLA PACE, 2;CONCOREZZO;20863;MB;ITALIA;39628001;personale@comune.concorezzo.mb.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;;CAPITANIO;MAURO;personale@comune.concorezzo.mb.it;;08-06-2021;08-06-2022;2045/U
COMUNE DI CORREZZANA;ENTE PUBBLICO;00986460962;VIA A. DE GASPERI, 7;CORREZZANA;20856;MB;ITALIA;0396065373; protocollo@comune.correzzana.mb.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;http://www.comune.correzzana.mb.it;;;Pubblica Amministrazione;;CORBETTA;MARIO;sindaco@comune.correzzana.mb.i; 039 6065373;23-01-2019;23-03-2020;1957/B4C
COMUNE DI LESMO;ENTE PUBBLICO;748750965;VIA VITTORIO VENETO 15;LESMO;20855;MB;ITALIA;0396985599;mp.zimbaldi@comune.lesmo.mb.it;;;;;;;Pubblica Amministrazione;;ANTONIOLI;ROBERTO EDOARDO;mp.zimbaldi@comune.lesmo.mb.it;396985599;10-01-2018;10-01-2019;6724/B4C
COMUNE DI LESMO - NON USARE;ENTE PUBBLICO;000000000008;VIALE RIMEMBRANZE;LESMO;20855;MB;ITALIA;;m.mangano@comune.lesmo.mb.it;;;;;;;Pubblica Amministrazione;;ANTONIOLI;ROBERTO EDOARDO;;0396985599;;;
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MONZA;ENTE PUBBLICO;02030880153;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA; 039-2359043;tirocini@comune.monza.it;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;UFFICIO TRIBUTI;SICILIANO;MICHELE;;;26-11-2021;26-10-2022;4563/U del 26-11-2021
COMUNE DI MUGGIO;ENTE PUBBLICO;07400570965;PIAZZA MATTEOTTI,1;MUGGIO';20053;MI;ITALIA;;pubblica.istruzione@comune.muggio.mb.it;;;;;;;Pubblica Amministrazione;;;;;;;;
COMUNE DI SEGRATE;AZIENDA;01703890150;;Segrate;;;ITALIA;; ;;;;;;;;;;;;;;;
COMUNE DI USMATE VELATE;ENTE PUBBLICO;01482570155;CORSO ITALIA,22 -;USMATE VELATE;20865;MB;ITALIA;;;;;;;;;Pubblica Amministrazione;;;;;;;;
COMUNE DI VILLASANTA;ENTE PUBBLICO;3245720150;P.ZZA MARTIRI DELLA LIBERTA' ,7;VILLASANTA;20852;MB;ITALIA;039/23754211;;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali;;;;;Pubblica Amministrazione;PUBBLICA AMMINISTRAZIONE;CASTOLDI;LAURA MARIA;;039237541;05-02-2018;04-02-2020;859/B4C
COMUNE MONZA - SETTORE PROGETTAZIONE E MANUTENZIONI;AZIENDA;00728830969;PIAZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA;039/2359042-71;manalloggi@comune.monza.it;;;;;;;Pubblica Amministrazione;UFFICIO PROGETTAZIONE E MANUTENZIONI;SICILIANO;MICHELE;;;;;
COMUNE MONZA UFFICIO CATASTO;AZIENDA;000000000090;VICOLO BORGHETTO 10;MONZA;20900;MB;ITALIA;0393900322;;;;;;;;;;DEL RIU;ROSARIA;;;;;
CONFARTIGIANATO NOVA M.;ASSOCIAZIONE;09265300133;;;;;ITALIA;;l.sclafani@apconartigianato.it;69.20.13;Servizi forniti da revisori contabili, periti, consulenti ed altri soggetti che svolgono attività in materia di amministrazione, contabilità e tributi;;;;;Servizi avanzati alle imprese;;;;;;24-04-2018;23-04-2019;2218/b4c
CONGEST S.A.S;AZIENDA;00805590965;VIA MODIGLIANI, 11- MONZA;MONZA;20900;MB;ITALIA;039-830741;longoni@congestsas.it;;;;;;;Servizi avanzati alle imprese;;LONGONI PAOLO;;;;;;
CONSORZIO PARCO GRUGNOTORTO VILLORESI;CONSORZIO;91099880154;PIAZZA GIO.I.A.;NOVA MILANESE;20834;MB;ITALIA;0362374512;grugnotorto@comune.paderno-dugnano.mi.it;R.91.04.00;;;;;;;;BRIOSCHI;GIORGIO;;;;;
COOP LA COCCINELLA SCRL ONLUS;AZIENDA;02893130969;VIA DON MINZONI,42;CONCOREZZO;20863;MB;ITALIA;;;;;;;;;;;RONCO;ELENA;;;;;
COOPERATIVA SOCIALE META ONLUS;COOPERATIVA;02800890960;VIA LECCO 190;Monza;20900;MB;ITALIA;3476945272;metamonza@metacoop.org;;;;;;;;;RIBOLDI;DANIELA;;;26-02-2021;26-02-2022;786/U
CORDEN PHARMA S.P.A.;AZIENDA;6618650961;VIALE DELL'INDUSTRIA, 3;CAPONAGO;20867;MB;ITALIA;;;;;;;;;;;MCGLYNN;BRIAN;lorenza.veronesi@cordenpharma.com;0295452792;;;
CORSO1;AZIENDA;2134267891011;via parmenide;;;;;;mapelli.alternanza@mapelli.monza.gov.it;;;;;;;;;;;;;;;
CREDA ONLUS;ASSOCIAZIONE;94518970150;PARCO DI MONZA- VIALE BRIANZA 1 - MONZA;MONZA;20900;MB;ITALIA;039-9451248;luca.baglivo@creda.it;;;;;;;Altri servizi pubblici, sociali e personali;;LUCA BAGLIVO;;;;;;
CRISTINA GIANNICO;AZIENDA;10171860967;VIA G. D'ANNUNZIO 17;MONZA;20900;MB;ITALIA;;studiogiannicocristina@gmail.com;;;;;;;;;GIANNICO;CRISITINA;studiogiannicocristina@gmail.com;3898936224;22-09-2018;21-09-2019;4617/BIC
CROCE ROSSA ITALIANA COMITATO DI MONZA;AZIENDA;084663309969;VIA PACINOTTI 2;MONZA;20900;MB;ITALIA;039204591;monza@cri.it;949990;;;;;;;;GUERNELLI;MARCO;marco.guernelli@cri.it;3386248191;26-09-2018;25-09-2019;4709/b4c
CRV DI CIRAVOLO GIUSEPPE;LIBERO PROFESSIONISTA;5560610965;VIA BORSA ,9;MONZA;20900;MB;ITALIA;;;289300;;;;;;;;CIRAVOLO;GIUSEPPE;crv@crv.191.it;0392874928;;;
CSV;AZIENDA;2774510966;VIA CORREGGIO, 59;MONZA;20900;MB;ITALIA;039-2848308;;94.99.90;;;;;;;;VIGANO';FILIPPO;;;;;
D&D DESIGN AND DIGITAL S.R.L.;AZIENDA;04423770231;PIAZZETTA CAVALIER EMILIO DANESE, 4;BUSSOLENGO;37012;VR;ITALIA;039 2285477;rds@designanddigital.it;18.12.00;Altra stampa;;studio-sr;SRL;;Altre attività imprenditoriali;PRODUZIONE STRUMENTI PER LA STAMPA;DI STEFANO;ROSSANA;;;13-12-2018;13-12-2019;7034/b4c
DAIANA SAS;AZIENDA;04977970153;VIA MONTEROSA 21;MILANO;20100;MI;ITALIA;039-2300116;claudia@daianaincentive.it;;;;;;;;;DEPONTI;ENRICA LUCIA;;;24-09-2019;23-09-2020;4962
DALLEDONNE ANGELO;AZIENDA;00869670190;Via Marconi 3a;;;;;3298964756;laura.dalledonne1@gmail.com;;;;;;;;;;;;;;;
DASY DI MAGGIONI DESIREE;AZIENDA;03888010133;LOC. MOSCORETTO 3;CERNUSCO LOMBARDONE;23870;LC;ITALIA;3343863323;daisy.maggioni.agricola@gmail.com;01.3/81.3;RIPRODUZIONE DELLE PIANTE;;;;;Agricoltura/silvicoltura;;MAGGIONI;DESIREE;daisy.maggioni.agricola@gmail.com;3458186464;07-06-2021;07-06-2022;2005/U
DATA SERVICE SAS;AZIENDA;02400000960;VIA GRAZIA DELEDDA, 12;PESSANO CON BORNAGO;20060;MI;ITALIA;;stefanofanni@dataservicesas.it;69.20.11;Servizi forniti da dottori commercialisti;;http://www.dataservicesas.it;;;Legale/Notarile;;FANNI;PATRIZIA;;;16-01-2018;15-01-2019;377/b4c
DEA SPORT;AZIENDA;8594380969;;MONZA;20900;MB;ITALIA;;;;;;;;;Commercio;;;;;;;;
DEDOMENA SAS;AZIENDA;;;Monza;;;ITALIA;039 23011150;;;;;;SAS;;;;;;;;;;
DELICATESSE SPA;AZIENDA;00691860969;VIA DEL LAVORO, 45/47;CONCOREZZO;20863;MB;ITALIA;039.6040563;stefania.bianchi@delicatesse.it;10.85.01;Produzione di piatti pronti a base di carne e pollame;;;;;Altre attività imprenditoriali;;BIANCHI;STEFANIA;;;12-01-2018;11-02-2019;502/b4c
DENTI ANDREA PABLO;AZIENDA;08506140964;VIA TAZZA 10;USMATE VELATE;20865;MB;ITALIA;3474107302;ap.denti@libero.it;;;;;;;;;DENTI;ANDREA PABLO;;;08-03-2021;08-03-2022;929/U
DESTINAZIONE SOLE;AZIENDA;05577260960;VIA DORIA, 29;BRUGHERIO;20861;MB;ITALIA;0392287011;brugherio@destinazionesole.it;;;;;;;;;QUARANTA;KATIA;;;24-09-2018;23-09-2019;4628_2018
DEVO MARINE MALTA LTD;AZIENDA;MT23615465;18 GOLDDUST, TRIQ IL QASAB -MALTA;COMUNE ESTERO;20801;EE;ITALIA;+356 99565631;lb@devomarine.co.uk;;;;;;;;;BELFIORE;ANGELO LUCA;;;19-03-2019;19-03-2020;1958/B4C
DIAPASON COOPERATIVA SOCIALE A.R.L. ONLUS;COOPERATIVA;07882420156;VIA DOBERDÓ 22;milano;20126;MI;ITALIA;;coopdiapason@coopdiapason.it;;;;;;;Istruzione/Formazione;;CATTANEO;PAOLO;;;;;
DIERRE TENDAGGI;AZIENDA;09743160963;VIA TREVIGLIO 27;MILANO;20100;MI;ITALIA;;;;;;;;;;;MAZZOLENI;DAVIDE;;;;;
DIMAC RED SPA;AZIENDA;13137960152;VIA GIOVANNI XXIII 25-20853 BIASSONO;BIASSONO;20853;MB;ITALIA;0392494856-INT.218;s.pontiroli@dimacred.com;;;;;;;;;DI BARTOLO;GIUSEPPE;;;15-01-2019;14-01-2020;315/B4C
DISCORDIA PRODUCTION DI ALESSANDRO GIANNI;AZIENDA;10280530964;VIA ASIAGO 55;MILANO;20128;MI;ITALIA;3924193390;alessandro.gianni@discordiaproduction.com;74.20.19;Altre attività di riprese fotografiche;;;;;Altre attività imprenditoriali;PRODUZIONE VIDEOCLIP MUSICALI, VIDEO PROMO, EVENTI, PUBBLICITÀ, CORTOMETRAGGI;GIANNI;ALESSANDRO;;;16-02-2022;16-02-2023;1042/u
DITTA FRASCHINI ALESSANDRO;AZIENDA;0238660963;;;;MB;ITALIA;;;;;;;;;Commercio;;;;;;;;
DOG HOUSE;AZIENDA;94061940154;VIA FABIO FILZI;AGRATE BRIANZA;20864;MB;ITALIA;;doghouseasilopercani@gmail.com;94.99.90;Attività di altre organizzazioni associative nca;;;;;;;HENSEL;SARA;;;;;
DOLCE & GABBANA S.R.L.;AZIENDA;09297890155;VIA GOLDONI ,10;MILANO;20129;MI;ITALIA;331 409211;Patrizia.Tondin@dolcegabbana.it;14.19.10;Confezioni varie e accessori per l'abbigliamento;;www.dolcegabbana.it;S.R.L.;;Industrie tessili e dell'abbigliamento;CONFEZIONI MODA ABBIGLIAMENTO;VAGHI;SILVANO;;;02-05-2018;01-05-2019;2829/b4c
DOLCE & GABBANA S.R.L.;AZIENDA;09297890155;VIA GOLDONI ,10;MILANO;20129;MI;ITALIA;331 409211;Patrizia.Tondin@dolcegabbana.it;14.19.10;Confezioni varie e accessori per l'abbigliamento;;www.dolcegabbana.it;S.R.L.;;Industrie tessili e dell'abbigliamento;CONFEZIONI MODA ABBIGLIAMENTO;VAGHI;SILVANO;;;02-05-2018;01-05-2019;2829/b4c
DOLCE & GABBANA S.R.L.;AZIENDA;09297890155;VIA GOLDONI ,10;MILANO;20129;MI;ITALIA;331 409211;Patrizia.Tondin@dolcegabbana.it;14.19.10;Confezioni varie e accessori per l'abbigliamento;;www.dolcegabbana.it;S.R.L.;;Industrie tessili e dell'abbigliamento;CONFEZIONI MODA ABBIGLIAMENTO;VAGHI;SILVANO;;;02-05-2018;01-05-2019;2829/b4c
DOLCE & GABBANA S.R.L.;AZIENDA;09297890155;VIA GOLDONI ,10;MILANO;20129;MI;ITALIA;331 409211;Patrizia.Tondin@dolcegabbana.it;14.19.10;Confezioni varie e accessori per l'abbigliamento;;www.dolcegabbana.it;S.R.L.;;Industrie tessili e dell'abbigliamento;CONFEZIONI MODA ABBIGLIAMENTO;VAGHI;SILVANO;;;02-05-2018;01-05-2019;2829/b4c
DOLCE & GABBANA S.R.L.;AZIENDA;09297890155;VIA GOLDONI ,10;MILANO;20129;MI;ITALIA;331 409211;Patrizia.Tondin@dolcegabbana.it;14.19.10;Confezioni varie e accessori per l'abbigliamento;;www.dolcegabbana.it;S.R.L.;;Industrie tessili e dell'abbigliamento;CONFEZIONI MODA ABBIGLIAMENTO;VAGHI;SILVANO;;;02-05-2018;01-05-2019;2829/b4c
DOTT. MASSIMO CACCIAGUIDA;AZIENDA;34567890121;CORSO XXII MARZO 4;MILANO;20100;MI;ITALIA;3496733583;massimo.cacciaguida@tiscali.it;;;;;;;Servizi avanzati alle imprese;;CACCIAGUIDA;MASSIMO;massimo.cacciaguida@tiscali.it;;;;
DOTT. VERGANI UMBERTO;AZIENDA;03185880964;VIA VITTORIO EMANUELE II, 26;MONZA;20900;MB;ITALIA;039-2913242;DR.VERGANI@UMBERTOVERGANI.IT;69.20.11;Servizi forniti da dottori commercialisti;;;;;;;VERGANI;UMBERTO;;;07-06-2021;07-06-2022;2012/U
DOTT.SSA CRISTINA BONARDI;LIBERO PROFESSIONISTA;01963910136;VIA CASCINA AIROLDA;VERDERIO;23879;LC;ITALIA;3356143256;veterinariverderio@libero.it;0075;;;;;;Veterinario;;BONARDI;CRISTINA;;;;;
