Ragione sociale;Partita iva o CF;Indirizzo;Comune;CAP;Provincia;Stato;Telefono;Email;Codice Ateco;Descrizione Ateco;Forma giuridica;Legale Cognome;Legale Nome;Referente;Referente Email;Data convenzione;Scadenza convenzione
LODA SIMONE;04587220965;VIA VAL DI SCALVE 27;ARCORE;20862;MB;ITALIA;3928286236;srlavorazioniferro@hotmail.it;25.99.3;Fabbricazione di oggetti in ferro, in rame ed altri metalli;;LODA;SIMONE;;;22-03-2019;21-03-2020
LOMBARDA MOTORI SPA;00574580130;VIA TIEPOLO ANG. VIALE SICILIA;MONZA;20900;MB;ITALIA;0392815721;giorgio.barlassina@lombardamotori.it;45.11.01;Commercio all'ingrosso e al dettaglio di autovetture e di autoveicoli leggeri;SPA;ZANNIER;ELSA;;;31-01-2018;30-01-2019
LOMBARDIA CENTRO SERVIZI S.R.L.;11985320156;VIA DOMENICO SCARLATTI 29;MILANO;20124;MI;ITALIA;3290440203;monza@uilscuola.it;63.11.1;Elaborazione dati;;VITA;VINCENZO;MASTROLEMBO BARNA' PAOLO;segreteria@cafuil.lombardia.it;16-05-2022;16-05-2023
LOMBARDIA CENTRO SERVIZI S.R.L.;11985320156;VIA DOMENICO SCARLATTI 29;MILANO;20124;MI;ITALIA;3290440203;monza@uilscuola.it;63.11.1;Elaborazione dati;;VITA;VINCENZO;MASTROLEMBO BARNA' PAOLO;segreteria@cafuil.lombardia.it;16-05-2022;16-05-2023
LOMBARDIA CENTRO SERVIZI S.R.L.;11985320156;VIA DOMENICO SCARLATTI 29;MILANO;20124;MI;ITALIA;3290440203;monza@uilscuola.it;63.11.1;Elaborazione dati;;VITA;VINCENZO;MASTROLEMBO BARNA' PAOLO;segreteria@cafuil.lombardia.it;16-05-2022;16-05-2023
LUISI LUCA IMPIANTI SRL;10265510965;VIA BUONARROTI, 10;MONZA;20900;MB;ITALIA;3382944301;luisiluca@legalmail.it;;;;LUISI;LUCA;;;;
LUISS LIBERA UNIVERSITÀ INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI;02508710585;VIALE POLA, 12;ROMA;00198;RM;ITALIA;06852251;sdibartolomeo@luiss.it;;;;LO STORTO;GIOVANNI;;;06-12-2021;06-12-2022
LUISS LIBERA UNIVERSITÀ INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI;02508710585;VIALE POLA, 12;ROMA;00198;RM;ITALIA;06852251;sdibartolomeo@luiss.it;;;;LO STORTO;GIOVANNI;;;06-12-2021;06-12-2022
LUISS LIBERA UNIVERSITÀ INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI;02508710585;VIALE POLA, 12;ROMA;00198;RM;ITALIA;06852251;sdibartolomeo@luiss.it;;;;LO STORTO;GIOVANNI;;;06-12-2021;06-12-2022
M.T. SRL;02848780967;VIA MONZA 83;GESSATE;20060;MI;ITALIA;3474331570;giovanni.motta@mt-srl.it;26.30.29;Fabbricazione di altri apparecchi elettrici ed elettronici per telecomunicazioni;;MAGNI;GIANPIETRO;;;28-04-2022;28-04-2023
MADAMA SRL;08749350966;VIA BENACO,1;MILANO;20100;MI;ITALIA;0236727370;info@madamahostel.com;;;;RIGHINI;VALENTINA;;;;
MAGNANI SEMENTI SRL;00885810960;VIA LECCO 58;VIMERCATE;20871;MB;ITALIA;039669644;info@magnanisementi.com;01.13;Coltivazione di ortaggi e meloni, radici e tuberi;;MAGNANI;GIANPAOLO;;;20-04-2018;19-04-2019
MALACRIDA AVC  S.R.L.;7377130963;VIA S. BOTTICELLI N°43-20900 MONZA (MB);MONZA;20900;MB;ITALIA;;;42.11.00;;;MALACRIDA;ERICA;;;;
MANIACI DEI VIAGGI;07124880969;VIA CONFALONIERI, 78;VILLASANTA;20852;MB;ITALIA;039 2054112;maniacideiviaggi@gmail.com;79.11;Attività delle agenzie di viaggio;;CHINELLO;ALESSIA;;;11-06-2021;10-06-2022
MAPELLI TEST;0000000000555555;Via Parmenide 18 - Monza;;;;;;mapelli.alternanza@mapelli-monza.gov.it;;;;;;;;;
MAPELLI TEST 4;22222555444888;concorezzo;;;;;;eziomirenzi@tiscali.it;;;;;;;;;
MARCO ALFREDO RAVIZZA;12275720154;CORSO 22 MARZO 4;MILANO;20100;MI;ITALIA;0255017937-57;studio.marcoravizza@gmail.com;69.20.12;Servizi forniti da ragionieri e periti commerciali;;RAVIZZA;MARCO ALFREDO;;;09-05-2017;08-05-2018
MAREA CONSULTING S.R.L.;04630800961;VIA VENETO, 44;CUSANO MILANINO;20095;MI;ITALIA;026133018;elena.mariani@mareaconsulting.it;;;;ESPOSITO;PAOLO;;;;
MASSIMO MAGGIULLI;02492570961;VIA AROSIO 1;MONZA;20900;MB;ITALIA;039369549;ag0351@saraagenzie.it;66.22.03;Sub-agenti di assicurazioni;;MAGGIULLI;MASSIMO;;;25-03-2019;24-03-2020
MAXIM INTEGRATED PRODUCTS UK;02639670963;STRADA 7, PALAZZO T2;ROZZANO;20089;MI;ITALIA;0200649005;annalisa.tettamanti@maximintegrated.com;71.12.1;Attività degli studi di ingegneria;;HERNANDEZ RUIZ;PILAR RUTH;;;;
MBNEWS;06408460969;VIA FERDINANDO MAGELLANO, 21RCORE;MONZA;20900;MB;ITALIA;039-361411;s.sala@mbnews.it;58.19.00;Altre attività editoriali;;SPEZIALI;MATTEO;;;;
MBNEWS;06408460969;VIA FERDINANDO MAGELLANO, 21RCORE;MONZA;20900;MB;ITALIA;039-361411;s.sala@mbnews.it;58.19.00;Altre attività editoriali;;SPEZIALI;MATTEO;;;;
MC WELLNESS CLUB ASD;94631430157;VIA SANT'AGNESE 47 B;LISSONE;20851;MB;ITALIA;3803718912;MCWELLNESS.STUDIO@HOTMAIL.COM;93.12.00;Attività di club sportivi;;SIMONA;MICCOLI;;;04-03-2022;04-03-2023
ME.PA.ASSICURAZIONI SAS;4640580967;CORSO MILANO 23;MONZA;20900;MB;ITALIA;0392301818;epattini@mepamonza.it;66.22.02;Agenti di assicurazioni;;PATTINI;SERGIO;;;08-01-2019;07-01-2020
MEARES SRL;05629750968;VIA I MAGGIO 97;CONCOREZZO;20863;MB;ITALIA;039/2024009;Valentina@meares.it;;;;TENANI;MARCO;MARCO TENANI;;;
MEARES SRL;05629750968;VIA I MAGGIO 97;CONCOREZZO;20863;MB;ITALIA;039/2024009;Valentina@meares.it;;;;TENANI;MARCO;MARCO TENANI;;;
MEDIA SYSTEM LAB SRL;02774510966;VIA VISCONTI DI MODRONE 31;MACHERIO;20846;MB;ITALIA;0392323148;info@m-s.it;33.13.09;Riparazione e manutenzione di altre apparecchiature elettroniche (escluse quelle per le telecomunicazioni ed i computer);;MARIANI;FRANCO;;;13-07-2018;
MEGADYNE SPA UNIPERSONALE;00477710016;VIA TRIESTE, 16;MATHI;10075;TO;ITALIA;011/5505055;valentina.venturi@ammega.com;22.19.09;Fabbricazione di altri prodotti in gomma nca;;BERTERO;LUCA;VENTURI VALENTINA;valentina.venturi@ammega.com;04-06-2021;04-06-2022
MEGADYNE SPA UNIPERSONALE;00477710016;VIA TRIESTE, 16;MATHI;10075;TO;ITALIA;011/5505055;valentina.venturi@ammega.com;22.19.09;Fabbricazione di altri prodotti in gomma nca;;BERTERO;LUCA;VENTURI VALENTINA;valentina.venturi@ammega.com;04-06-2021;04-06-2022
MEREGALLI GIUSEPPE SRL;00845920966;VIA AZIONE VISCONTI 43;MONZA;20900;MB;ITALIA;0392301980;matteo.sacchi@meregalli.it;46.34.10;;;MEREGALLI;MARCELLO;MATTEO SACCHI;matteo.sacchi@meregalli.it;08-06-2021;08-06-2022
MGA RENT SRLS;10476800965;VIA PRIVATA DELLE BETULLE 48;MELZO;20066;MI;ITALIA;0392181852;info@mgarent.com;45.11.02;Intermediari del commercio di autovetture e di autoveicoli leggeri (incluse le agenzie di compravendita);;GALBIATI;MASSIMO;;;04-06-2021;04-06-2022
MIRAMARE - VILLAGE APARTMENTS CAMPING;01817820499;IA DEL LITTORALE, 220;LIVORNO;57100;LI;ITALIA;0586 580402; info@miramare.me;;;;;;;;;
MITHOS VIAGGI;03581820127;VIA IV NOVEMBRE 32;VEDANO AL LAMBRO;20854;MB;ITALIA;0399418190;info@pirotravel.com;;;;PAGANI;ALESSANDRA;;;;
MOLINO ANSELMO COLOMBO SRL;00208310136;VIA EDISON  34;PADERNO D'ADDA;23877;LC;ITALIA;039 9515129;contabilitaclienti@molinocolombo.it;10.61.10;Molitura del frumento;;OTTOLINA;ANDREA;;;;
MONGUZZI TRASPORTI;00828740969; VIA DEI MESTIERI, 7, 20863 CONCOREZZO MB;MONZA;20900;MB;ITALIA;039.6042248;stefano@monguzzitrasporti.it;;;;STEFANO;MONGUZZI;;;;
MONGUZZI TRASPORTI;00828740969; VIA DEI MESTIERI, 7, 20863 CONCOREZZO MB;MONZA;20900;MB;ITALIA;039.6042248;stefano@monguzzitrasporti.it;;;;STEFANO;MONGUZZI;;;;
MONGUZZI TRASPORTI;00828740969; VIA DEI MESTIERI, 7, 20863 CONCOREZZO MB;MONZA;20900;MB;ITALIA;039.6042248;stefano@monguzzitrasporti.it;;;;STEFANO;MONGUZZI;;;;
MONZA TRAVEL;0910880965;VIA XX SETTEMBRE 2;MONZA;20900;MB;ITALIA;039 9639748;monza travels@gmail.com;79.11;Attività delle agenzie di viaggio;;SHUJAT;MUHAMMAD;SHUJAT MUHAMMAD;monzatravels@gmail.com;13-01-2018;12-01-2019
MOVIMENTO AFRICA 70;80150050153;VIA MISSORI, 14;MONZA;20900;MB;ITALIA;039 2308465;africa70@africa70.org  ;;;;ZUPPIROLI;MARIO;;;23-01-2018;22-01-2019
MULTIMEDICA S.P.A.;06781690968;VIA G. FANTOLI, 16/15;MILANO;20138;MI;ITALIA;02/24209069;paula.pierdona@multimedica.it  ;86.10.20;Ospedali e case di cura specialistici;;CALCINATI;CESARE;;;;
MUSEO ARCHEOLOGICO NOVA APULIA SOC. CONS.ARL.;4596360752;VIA CAVOUR N. 10;TARANTO;74100;TA;ITALIA;;elisamati@alice.it;;;;MORCIANO;TOMMASO;;;09-01-2018;08-01-2019
MUSEO NAZIONALE DELLA SCIENZA E DELLA TECNOLOGIA LEONARDO DA VINCI;0000008597750150;VIA SAN VITTORE, 21;MILANO;20100;MI;ITALIA;02 48 555 480;pistocchi@museoscienza.it;;;FONDAZIONE;GALLI;FIORENZO;;;;
NASTRIFICIO ALBERT BONATI SRL;00801710963;VIA MONTE ROSA, 16;CONCOREZZO;20863;MB;ITALIA;0396041617;francesca@albertbonati.com;;;;BONATI;PIERANGELO;;;21-05-2018;20-05-2019
NASTRIFICIO DE BERNARDI SRL;00691830962;VIA MONTE GRAPPA N. 83/85;CONCOREZZO;20863;MB;ITALIA;039648651;federica@nastrificiodebernardi.com;;;;DE BERNARDI;FEDERICA;;;14-05-2022;14-05-2023
NATUR& ONLUS;91048180151;;;;;ITALIA;;;;;;;;;;;
NEGRI BOSSI SPA;00689460962;VIALE EUROPA, 64;COLOGNO MONZESE;20093;MI;ITALIA;02273481;slento@negribossi.it;;;SPA;CODEGA;VALERIO;;;13-06-2018;12-06-2019
NEW CRAZY COLORS SRL;02940530963;VIA ASPROMONTE 45;MONZA;20900;MB;ITALIA;0392028367;info@newcrazycolors.it;90.02.09;;;IANNACONE;ROBERTO;MAURI ALBERTO;info@crazycolors.it;10-05-2019;09-05-2020
NEW OFFICE S.N.C. DI LOCATELLI E SUDATI;;VIA ROMA,24;VIMODRONE;20090;MI;ITALIA;0227400084;robys@newced.it;;;;LOCATELLI;LORENA;;;;
NONSOLOVIAGGI BRIANZA SRL;03015070968;VIA FRISI,2;MONZA;20900;MB;ITALIA;0392326467;TCIMONZA@TCIMONZA.IT;79.11;Attività delle agenzie di viaggio;;SIMEONE;ANGELA;;;14-12-2018;14-12-2019
NOTARO ABITARE S.R.L.;08431920969;P.ZZA MARTIRI DELLA LIBERTA' N. 20;VILLASANTA;20852;MB;ITALIA;3355454239;basilio.notaro@gmail.com;;;;NOTARO BASILIO;ARMANDO;;;;
NOVITAL SRL;04497970964;VIA TORINO 51;Milano;20100;MI;ITALIA;039/881121;novital@novitalrent.com;77.39;Noleggio di altre macchine, attrezzature e beni materiali nca;;GAIFAMI;NICOLA CARLO MARIA;;;18-02-2019;18-02-2020
NPI ITALIA S.R.L.;IT10804760154;VIA VELLEIA,15;MONZA;20900;MB;ITALIA;039204981;;221909;;;DI NOI;DANILA;;;;
NULLAM TECH SRLS;09763060960;VIA VITTORIO EMANUELE II 26;MONZA;20900;MB;ITALIA;0398960934;nullamtech@cgn.legalmail.it;62.02;Consulenza nel settore delle tecnologie dell'informatica;;BRAIDA;LEANDRO;;;24-09-2018;20-09-2019
NUOVA ERIM SRL A SOCIO UNICO;06411230961;VIA NAZIONALE DEI GIOVI, 29;CESANO MADERNO;20811;MB;ITALIA;0362551333;claudia.massironi@erimsrl.it;69.20.13;Servizi forniti da revisori contabili, periti, consulenti ed altri soggetti che svolgono attività in materia di amministrazione, contabilità e tributi;SRL A SOCIO UNICO;BERETTA;DANIELE;MAINO JESSICA;;04-06-2021;04-06-2022
NUOVA ERIM SRL A SOCIO UNICO;06411230961;VIA NAZIONALE DEI GIOVI, 29;CESANO MADERNO;20811;MB;ITALIA;0362551333;claudia.massironi@erimsrl.it;69.20.13;Servizi forniti da revisori contabili, periti, consulenti ed altri soggetti che svolgono attività in materia di amministrazione, contabilità e tributi;SRL A SOCIO UNICO;BERETTA;DANIELE;MAINO JESSICA;;04-06-2021;04-06-2022
NUOVA TRANSPORTS SPA;10498600153;VIA DELLE ARTI, 24;CONCOREZZO;20863;MB;ITALIA;039.628051;bnava@gruppont.com;;;;BENASSI;LUISELLA;;;17-06-2019;17-06-2020
NUOVA TRANSPORTS SPA;10498600153;VIA DELLE ARTI, 24;CONCOREZZO;20863;MB;ITALIA;039.628051;bnava@gruppont.com;;;;BENASSI;LUISELLA;;;17-06-2019;17-06-2020
NUOVA TRANSPORTS SPA;10498600153;VIA DELLE ARTI, 24;CONCOREZZO;20863;MB;ITALIA;039.628051;bnava@gruppont.com;;;;BENASSI;LUISELLA;;;17-06-2019;17-06-2020
NUOVA TRANSPORTS SPA;10498600153;VIA DELLE ARTI, 24;CONCOREZZO;20863;MB;ITALIA;039.628051;bnava@gruppont.com;;;;BENASSI;LUISELLA;;;17-06-2019;17-06-2020
NUOVA TRANSPORTS SPA;10498600153;VIA DELLE ARTI, 24;CONCOREZZO;20863;MB;ITALIA;039.628051;bnava@gruppont.com;;;;BENASSI;LUISELLA;;;17-06-2019;17-06-2020
NUOVA TRANSPORTS SPA;10498600153;VIA DELLE ARTI, 24;CONCOREZZO;20863;MB;ITALIA;039.628051;bnava@gruppont.com;;;;BENASSI;LUISELLA;;;17-06-2019;17-06-2020
NUVOLA VERDE;123476531;VIA VITTORIO EMANUELE II, 36;MONZA;20900;MB;ITALIA;;gemma.michetti@gmail.com;;;;ARGANTE;VINCENZO;;;16-12-2017;30-11-2020
NUVOLA VERDE;123476531;VIA VITTORIO EMANUELE II, 36;MONZA;20900;MB;ITALIA;;gemma.michetti@gmail.com;;;;ARGANTE;VINCENZO;;;16-12-2017;30-11-2020
NUVOLA VERDE;123476531;VIA VITTORIO EMANUELE II, 36;MONZA;20900;MB;ITALIA;;gemma.michetti@gmail.com;;;;ARGANTE;VINCENZO;;;16-12-2017;30-11-2020
O.P.A.C. SOCIETA' COOPERATIVA AGRICOLA;01383360896;VIA ADDA, 9;SIRACUSA;96100;SR;ITALIA;0931722260;opac@campisi.it;;;;CAMPISI;GIUSEPPE;CAMPISI ROBERTO;roberto@campisi.it;02-03-2021;01-03-2022
OBERDAN 12 SRL;10402300965;VIA PRIVATA PASSARELLA, 4;MILANO;20100;MI;ITALIA;02/29403907;sales@hotelmercuremilanocentro.it;55.10.00;Alberghi;;BEN HUR;LIRON JACOB;;;;
OFFICINA ARTISTICA SRL;11057550961;VIA MONTI E TOGNETTI 7;MONZA;20900;MB;ITALIA;0395960835;info@leogalleries.it;31.09.40;Fabbricazione di parti e accessori di mobili;;PORTA;CARLO PIETRO GAETANO;;;;
OFFICINA TERMOPLASTICA MILANESE S.R.L.;00962350963;STRADA PER CASCINA RESTELLI, 10;AICURZIO;20886;MB;ITALIA;0396093718;m.cometti@otm-it.com;22.29.09;Fabbricazione di altri articoli in materie plastiche nca;;COMETTI;MARCO;;;09-05-2022;09-05-2023
OFFICINE MECCANICHE FRATELLI RONCHI, GIA' BELLONI SRL;00778940155;;;;;ITALIA;;info@officineronchi.it;;;;;;;;;
OGGIONI GIANLUCA MARIA;03776250965;VIA VILLORA 13;MONZA;20900;MB;ITALIA;3387657830;;ditta individuale;432909;;OGGIONI;GIANLUCA MARIA;;;;
OLFI S.R.L.;03752350961;VIA VOLONTARI DEL SANGUE 20;COLOGNO MONZESE;20093;MI;ITALIA;022532214;acquisti@olfi.it;25.11;Fabbricazione di strutture metalliche e di parti di strutture;;MARRONE;ANTONIO;;;08-01-2019;07-01-2020
OMR ITALIA SPA;09271620156;VIA BRODOLINI 22/26;CONCOREZZO;20863;MB;ITALIA;039 6113213;sondra.biloni@OMRITALIA.it;;;SOCIETÀ PER AZIONI;;;;;;
ORDINE AVVOCATI DI MONZA;85007810154;PIAZZA GARIBALDI,10;MONZA;20900;MB;ITALIA;039 382481;info@ordineavvocatimonza.it;94.12.10;Attività di federazioni e consigli di ordini e collegi professionali;;SALA;VITTORIO;;;30-09-2021;30-09-2022
ORGANIZZAZIONE AGGREGATA WWF COSTA IONICA LUCANA E AREE INTERNE;90026210774;PIAZZA SIRIS 1, LOC. IDROVORA;POLICORO;75025;MT;ITALIA;08351825157;wwf.poli@gmail.com;94.99.60;Attività di organizzazioni per la promozione e la difesa degli animali e dell'ambiente;;SANTACROCE;MARIA GIOVANNA;;;;
"ORSA MAGGIORE SRL - ""NON USARE""";101010102229;VIA ELVEZIA,4;MONZA;20900;MB;ITALIA;039/387205;meeting@heliosmonza.com;;;;SARACENO;STEFANIA;;;;
ORSA MAGGIORE SRL- HELIOS HOTEL;04597850967;VIA MONTENAPOLEONE 29;MILANO;20121;MI;ITALIA;039387205;info@heliosmonza.com;55.10;Alberghi e strutture simili;;GUERCILENA;GIANLUCA;;;18-06-2018;17-06-2019
ORZA MINORE SSD;02245870965;VIA SPALTO PIODO 18;MONZA;20900;MB;ITALIA;039-2302256 ;corsi@orzaminore.eu;;;;CAVALLIN;ELEONORA;;;28-05-2018;27-05-2019
OSPEDALE S. GERARDO;03253030153;VIA PERGOLESI,33;MONZA;20900;MB;ITALIA;039-2339054;mpina@hsgerardo.org;;;;BETTELINI;SIMONETTA CINZIA;;;;
OSPEDALE SAN RAFFAELE S.R.L.;7636600962;VIA OLGETTINA,60;MILANO;20100;MI;ITALIA;;;86.1;SERVIZI OSPEDALIERI;;BEDIN;NICOLA;;;13-06-2017;13-06-2018
OSSERVATORIO ASTRONOMICO DI BRERA DELL’ISTITUTO NAZIONALE DI ASTROFISICA;06895721006;VIA BRERA N. 28;MILANO;20100;MI;ITALIA;02 23699302; daniele.spiga@inaf.it;72.19.09;Ricerca e sviluppo sperimentale nel campo delle altre scienze naturali e dell'ingegneria;;DELLA CECA;ROBERTO;;;17-03-2022;17-03-2023
OTTAVIO DOSSI S.R.L;00983780966;PIAZZA GIACOMO MATTEOTTI;BURAGO DI MOLGORA;20875;MB;ITALIA;039 668125;info@dossicostruzioni.net;;;;DOSSI;OTTAVIO;;;;
OTTICA PANZERI DI TROVATO GIORGIA;09142280966;VIA DE CAPITANI 55;CONCOREZZO;20863;MB;ITALIA;;ottica.panzeri@gmail.com;41.74.00;;;TROVATO;GIORGIA;;;14-01-2019;14-01-2020
P.G. ASSICURAZIONI SAS;2635130962;VIA BESTETTI,20;VILLASANTA;20852;MB;ITALIA;039/2325033-034;;65 1;;;PERICO;GIULIANO;;;;
P.O.C.B.  FERMENTUM SRL - CARROBIOLO;05954420963;PIAZZA INDIPENDENZA, 1;MONZA;20900;MB;ITALIA;039325100;pietrofontana@birradelcarrobiolo.it;;;SRL;LANDRINI;MASSIMO;;;08-01-2019;07-12-2020
PACCHIANO CARMINE;02816921213;CENTRO DIREZIONALE IS G1;NAPOLI;80100;NA;ITALIA;0818214311;CPACCHIANO@GMAIL.COM;69.20.11;Servizi forniti da dottori commercialisti;;PACCHIANO;CARMINE;;;10-06-2021;10-06-2022
PAPILLON VIAGGI;02243970965;VIA G. BORGAZZI,38 - MONZA;MONZA;20900;MB;ITALIA;039-2002490;papillon.viaggi@gmail.com;;;;PATRIZIA TONINI;;;;;
PARK HOTEL QUERCETO SAS DI LCG LOMBARDINI SRL;01303710220;VIA PANORAMICA 113;MALCESINE;37018;VR;ITALIA;045 7400344;info@hotelquerceto.com;55.1;ALBERGHI E STRUTTURE SIMILI;;LOMBARDINI;GIANNI;;;22-09-2021;19-09-2022
PARROCCHIA S. ANASTASIA;921630968;VIA VILLA,6;VILLASANTA;20852;MB;ITALIA;039 302183;;;;;CHIESA;DON ALESSANDRO;;;;
PARROCCHIA S. BARTOLOMEO APOSTOLO;91507730157;VIALE RIMEMBRANZE 5;CASSANO D'ADDA;20062;MI;ITALIA;3470401475;giacomo.pezzuto@gmail.com;;;;PEZZUTO;GIACOMO CRISTIANO;;;;
PARROCCHIA S. MAGHERITA;87003010151;VIA CAVOUR, 33 - 20865 USMATE VELATE (MB);USMATE VELATE;20865;MB;ITALIA;3201763828;chiesa.margherita@tiscalinet.it;;;;PASSONI;DON LORENZO;;;;
PARROCCHIA S.S. GERVASO E PROTASO - SCUOLA INFANZIA MARIA IMMACOLATA;985850965;VIA IMMACOLATA, 22;TRIUGGIO;20844;MB;ITALIA;;materna.tregasio@virgilio.it;851000;;;MAZZOLENI;MAURILIO;;;26-09-2018;
PARROCCHIA SS COSMA E DAMIANO;87003310155;VIA DE CAPITANI,35;CONCOREZZO;20863;MB;ITALIA;0396040870;segreteria@chiesadiconcorezzo.it;;;;PURICELLI;ANGELO;;;;
PATRIZIA MAURI;08928380966;VIA NERUDA 3;CERNUSCO SUL NAVIGLIO;20063;MI;ITALIA;+393356250074;patrimauri@alice.it;10.51.20;Produzione dei derivati del latte;;PATRIZIA;MAURI;;;27-10-2021;27-10-2022
PEG PEREGO SPA;00699280962;VIA ALCIDE DE GASPERI, 50;ARCORE;20862;MB;ITALIA;039 60881;amministrazione@pegperego.com;30.92.40;Fabbricazione di carrozzine e passeggini per neonati;;PEREGO;LUCIO CLEMENTE;;;03-07-2019;02-07-2020
PEH MILAN HOLDCO SRL;5283250966;PIAZZA DELLA REPUBBLICA 20;MILANO;20100;MI;ITALIA;0263369015;anastasia.lisotto@luxurycollection.com;55.10.00;Alberghi;;RIBAUDO;FEDERICO;;;;
PELLINI SPA;09048540158;VIA FUSARI, 19;CODOGNO;26845;LO;ITALIA;0377466411;INFO@PELLINI.NET;25.12.2;Fabbricazione di strutture metalliche per tende da sole, tende alla veneziana e simili;;PELLINI;ALESSANDRO;;;16-06-2021;16-06-2022
POLICLINICO DI MONZA;11514130159;PIAZZA 5 GIORNATE, 10;MILANO;20100;MI;ITALIA;0392810365;anna.carta@policlinicodimonza.it;86.10.20;Ospedali e case di cura specialistici;ENTE STATALE;DE SALVO;DOTT. MASSIMO;DOT.SSA ANNA CARTA;;10-07-2018;10-07-2019
POLICLINICO DI MONZA;11514130159;PIAZZA 5 GIORNATE, 10;MILANO;20100;MI;ITALIA;0392810365;anna.carta@policlinicodimonza.it;86.10.20;Ospedali e case di cura specialistici;ENTE STATALE;DE SALVO;DOTT. MASSIMO;DOT.SSA ANNA CARTA;;10-07-2018;10-07-2019
PREVI SRL;00802290965;VIA F. PETRARCA 23;CONCOREZZO;20863;MB;ITALIA;039.6040808;info@predisrl.com;;;;;;;;;
PROGRESSO MILANO SRL;07835130969;VIA GIUSEPPE DI VITTORIO, 451;SESTO SAN GIOVANNI;20099;MI;ITALIA;022627071;sabrina.more@progressomilano.it;;;;GIAMPETRUZZI;FRANCESCO;;;;
PUNTOCASA CONCOREZZO SAS DI MOTTA ALESSANDRO & C.;01056840968;VIA LIBERTÀ 87;CONCOREZZO;20863;MB;ITALIA;039648834;sandro.motta@puntocasa.net;68.31.00;Attività di mediazione immobiliare;;MOTTA;ALESSANDRO;MOTTA ALESSANDRO;sandro.motta@puntocasa.net;17-06-2021;17-06-2022
QI VIAGGI DI MA.GI.A. SAS;11055000159;VIA FERRARIO, 60;AGRATE BRIANZA;20864;MB;ITALIA;0396892297;info@qiviaggi.it;;;;;;;;;
QTS ITALY SRL;8452340964;VIA DELLE GEROLE;CAPONAGO;20867;MB;ITALIA;;;;;;ANFOSSI;ALESSANDRO;;;;
QUE VIAGGI;1105530159;VIA FERRARIO;AGRATE BRIANZA;20864;MB;ITALIA;039-689292297;BERFRA@LIBERO.IT;;;;MARTINELLI CHIARA;;;;;
R.T MULTIMEDIA;11713400155;VIA G.B STUCCHI, 62/16 -MONZA;MONZA;20900;MB;ITALIA;039-5970340;a.lenti@reteimprese.info;;;;ELAINOUCH KHALIFA;;;;;
R2G FLUIDICS S.R.L.;11894520961;VIA DELL'INDUSTRIA 9;BURAGO DI MOLGORA;20875;MB;ITALIA;;uff.tecnico@r2g-fluidics.com;28.14.00;Fabbricazione di altri rubinetti e valvole;;RESTORI;GIANCARLO;;;;
RADAELLI COSTRUZIONI S.P.A;02101450969;VIALE RIMEMBRANZA 6;VIMERCATE;20871;MB;ITALIA;;;;;;;;;;;
RADAELLI STEFANO SNC;00708540968;VIA D.CHIESA, 2 – FRAZ. OMATE;AGRATE BRIANZA;20864;MB;ITALIA;039650884;amministrazione@radaelliflor.it;81.30.00;Cura e manutenzione del paesaggio (inclusi parchi, giardini e aiuole);;RADAELLI;ERMINIO;;;18-05-2018;17-05-2019
RADIO MARCONI S.R.L;02847300130;VIA SCAGNELLO,22 - CALCO;CALCO;23885;LC;ITALIA;039-508597;viola.delissandri@;;;;;;;;;
RAG. COLOMBO MASSIMO;02368290967;VIA DE CASTILLIA 3, SCALA DESTRA PRIMO PIANO;VIMERCATE;20871;MB;ITALIA;0396892970;colombo@garcol.it;69.20.12;Servizi forniti da ragionieri e periti commerciali;;COLOMBO;MASSIMO;MASSIMO COLOMBO;;15-01-2019;14-01-2020
RALCO  SRL;723810966;VIA DEI TIGLI, 13/G;BIASSONO;20853;MB;ITALIA;3382584655;g.pagani@ralco.it ralco@ralco.it;;;;PAGANI GIOVANNI;;;;;
RANCH LA MONELLA A.S.D.;08196470960;VIA MANZONI N°26;USMATE VELATE;20865;MB;ITALIA;3386250443;ranchlamonella@libero.it;;;;GIUNTA;AGATA;;;12-12-2018;12-12-2019
RE TECH LIFE COOP. SOC. O.N.L.U.S.;05277120969;VIA MODIGLIANI, 3;USMATE VELATE;20865;MB;ITALIA;039 675 5299;progettosociale@retechlife.com;95.11.00;Riparazione e manutenzione di computer e periferiche;;BIELLA;GIORGIO;;;21-03-2019;21-03-2020
RE TECH LIFE COOP. SOC. O.N.L.U.S.;05277120969;VIA MODIGLIANI, 3;USMATE VELATE;20865;MB;ITALIA;039 675 5299;progettosociale@retechlife.com;95.11.00;Riparazione e manutenzione di computer e periferiche;;BIELLA;GIORGIO;;;21-03-2019;21-03-2020
RE.CO.SERVICE SAS;2610040962;VIA MANZONI,31;BRUGHERIO;20861;MB;ITALIA;;info@reco.mi.it;63.11.1;Elaborazione dati;;OGGIONI;ROBERTA;;;21-12-2018;21-12-2019
REALPROGEST - STUDIO DI ARCHITETTURA E INGEGNERIA;05528370967;VIA MASSIMO D'AZEGLIO 15;MONZA;20900;MB;ITALIA;3472216557;VATICANO@REALPROGEST.IT;;;;VATICANO;DAMIANO GIUSEPPE;;;21-05-2021;21-05-2022
